rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Unknown,South,West,Midwest,Northeast,U.S. Territories,regionOfCitizenship
1434,2100,Manufacturing,Xingjiang Gao,59.0,China,Huzhou,Steel,Manufacturing,China,Unknown,True,D,M,11/1/1963 0:00,Gao,Xingjiang,Unknown,04/04/2023,Unknown,Unknown,1963.0,11.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Energy,Gordon Getty,89.0,United States,San Francisco,Getty Oil,Energy,United States,Ann & Gordon Getty Foundation,False,E,M,12/20/1933 0:00,Getty,Gordon,President and Chairman,04/04/2023,California,West,1933.0,12.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
1434,2100,Energy,Kamal Ghaffarian,64.0,United States,Naples,"Space, energy",Energy,United States,Unknown,True,N,M,4/28/1958 0:00,Ghaffarian,Kamal,Unknown,04/04/2023,Florida,South,1958.0,4.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
1434,2100,Healthcare,Dennis Gillings,78.0,United States,Durham,Clinical trials,Healthcare,United Kingdom,Unknown,True,E,M,4/25/1944 0:00,Gillings,Dennis,Unknown,04/04/2023,North Carolina,South,1944.0,4.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
1434,2100,Diversified,Harsh Goenka,65.0,India,Mumbai,Diversified,Diversified,India,Unknown,False,E,M,12/10/1957 0:00,Goenka,Harsh,Unknown,04/04/2023,Unknown,Unknown,1957.0,12.0,10.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Diversified,Sanjiv Goenka,62.0,India,Kolkata,Diversified,Diversified,India,Unknown,False,D,M,1/29/1961 0:00,Goenka,Sanjiv,Unknown,04/04/2023,Unknown,Unknown,1961.0,1.0,29.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Real Estate,Jane Goldman,67.0,United States,New York,Real estate,Real Estate,United States,Unknown,False,D,F,7/29/1955 0:00,Goldman,Jane,Unknown,04/04/2023,New York,Northeast,1955.0,7.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
1434,2100,Fashion & Retail,Stein Erik Hagen,66.0,Norway,Oslo,Consumer goods,Fashion & Retail,Norway,Unknown,True,D,M,7/22/1956 0:00,Hagen,Stein Erik,Unknown,04/04/2023,Unknown,Unknown,1956.0,7.0,22.0,120.27,2.2,"$403,336,363,636 ",82.0,100.3,82.8,23.9,36.2,5347896.0,60.472024,8.468946,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
1434,2100,Real Estate,Bahaa Hariri,56.0,Switzerland,Geneva,"Real estate, investments",Real Estate,Lebanon,Unknown,False,E,M,4/26/1966 0:00,Hariri,Bahaa,Unknown,04/04/2023,Unknown,Unknown,1966.0,4.0,26.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Fashion & Retail,Hortensia Herrero,72.0,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,Unknown,False,D,F,5/20/1950 0:00,Herrero,Hortensia,Unknown,04/04/2023,Unknown,Unknown,1950.0,5.0,20.0,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
1434,2100,Diversified,Douglas Hsu,80.0,Taiwan,Taipei,Diversified,Diversified,Taiwan,Unknown,False,D,M,8/24/1942 0:00,Hsu,Douglas,Unknown,04/04/2023,Unknown,Unknown,1942.0,8.0,24.0,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Manufacturing,Huang Min,49.0,China,Suzhou,Machinery,Manufacturing,China,Unknown,True,U,M,7/1/1973 0:00,Huang,Min,Unknown,04/04/2023,Unknown,Unknown,1973.0,7.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Technology,Jared Isaacman,40.0,United States,Easton,Payment processing,Technology,United States,Unknown,True,U,M,2/11/1983 0:00,Isaacman,Jared,Unknown,04/04/2023,Pennsylvania,Northeast,1983.0,2.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
1434,2100,Technology,Eugene Kaspersky,57.0,Russia,Moscow,Software,Technology,Russia,Unknown,True,U,M,10/4/1965 0:00,Kaspersky,Eugene,Unknown,04/04/2023,Unknown,Unknown,1965.0,10.0,4.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
1434,2100,Fashion & Retail,Artem Khachatryan,48.0,Cyprus,Limassol,Retail,Fashion & Retail,Russia,Unknown,True,R,M,1/3/1975 0:00,Khachatryan,Artem,Unknown,04/04/2023,Unknown,Unknown,1975.0,1.0,3.0,102.51,0.3,"$24,564,647,935 ",75.9,99.3,80.8,24.5,22.4,1198575.0,35.126413,33.429859,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
1434,2100,Food & Beverage,Andrei Krivenko,47.0,Russia,Moscow,Retail,Food & Beverage,Russia,Unknown,True,N,M,7/25/1975 0:00,Krivenko,Andrei,Unknown,04/04/2023,Unknown,Unknown,1975.0,7.0,25.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
1434,2100,Real Estate,Thomas Kwok,71.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,Unknown,False,U,M,10/6/1951 0:00,Kwok,Thomas,Unknown,04/04/2023,Unknown,Unknown,1951.0,10.0,6.0,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Manufacturing,Lam Wai-ying,,Hong Kong,Hong Kong,Smartphone screens,Manufacturing,Hong Kong,Biel Crystal,True,D,F,,Lam,Wai-ying,Chairman ,04/04/2023,Unknown,Unknown,,,,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Finance & Investments,Marc Lasry,62.0,United States,New York,Hedge funds,Finance & Investments,United States,Avenue Capital Group,True,U,M,9/23/1960 0:00,Lasry,Marc,Founder,04/04/2023,New York,Northeast,1960.0,9.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
1434,2100,Finance & Investments,Christian Latouche & family,82.0,France,Lyon,Accounting services,Finance & Investments,France,Unknown,True,D,M,7/18/1940 0:00,Latouche,Christian,Unknown,04/04/2023,Unknown,Unknown,1940.0,7.0,18.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
1434,2100,Sports,Theodore Leonsis,67.0,United States,Bethesda,Sports teams,Sports,United States,Unknown,True,U,M,1/8/1956 0:00,Leonsis,Theodore,Unknown,04/04/2023,Maryland,South,1956.0,1.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
1434,2100,Real Estate,Lin Chang Su-O,82.0,Taiwan,Taipei,Real estate,Real Estate,Taiwan,Unknown,False,D,F,8/1/1940 4:00,Lin,Chang Su-O,Unknown,04/04/2023,Unknown,Unknown,1940.0,8.0,1.0,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Manufacturing,Liu Chengyu & family,60.0,China,Shenzhen,Power supply equipment,Manufacturing,China,Unknown,True,U,M,7/26/1962 0:00,Liu,Chengyu,Unknown,04/04/2023,Unknown,Unknown,1962.0,7.0,26.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Fashion & Retail,Sergey Lomakin,49.0,Cyprus,Paphos,Retail,Fashion & Retail,Russia,Unknown,True,R,M,5/23/1973 0:00,Lomakin,Sergey,Unknown,04/04/2023,Unknown,Unknown,1973.0,5.0,23.0,102.51,0.3,"$24,564,647,935 ",75.9,99.3,80.8,24.5,22.4,1198575.0,35.126413,33.429859,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
1434,2100,Food & Beverage,Daniel Lubetzky,54.0,United States,New York,Snack bars,Food & Beverage,United States,Unknown,True,D,M,9/28/1968 0:00,Lubetzky,Daniel,Unknown,04/04/2023,New York,Northeast,1968.0,9.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
1434,2100,Technology,Melissa Ma,,China,Beijing,Internet search,Technology,China,Unknown,True,U,F,,Ma,Melissa,Unknown,04/04/2023,Unknown,Unknown,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Diversified,Anand Mahindra,67.0,India,Mumbai,Diversified,Diversified,India,Unknown,False,U,M,5/1/1955 0:00,Mahindra,Anand,Unknown,04/04/2023,Unknown,Unknown,1955.0,5.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Fashion & Retail,Rafique Malik,72.0,India,Mumbai,Footwear,Fashion & Retail,India,Unknown,False,U,M,10/31/1950 0:00,Malik,Rafique,Unknown,04/04/2023,Unknown,Unknown,1950.0,10.0,31.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Diversified,Katarina Martinson,41.0,Sweden,Stockholm,Investments,Diversified,Sweden,Unknown,False,U,F,5/4/1981 0:00,Martinson,Katarina,Unknown,04/04/2023,Unknown,Unknown,1981.0,5.0,4.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
1434,2100,Healthcare,Kiran Mazumdar-Shaw,70.0,India,Bangalore,Biopharmaceuticals,Healthcare,India,Biocon,True,D,F,3/23/1953 0:00,Mazumdar-Shaw,Kiran,Chair,04/04/2023,Unknown,Unknown,1953.0,3.0,23.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Automotive,Nirmal Minda,65.0,India,Gurgaon,Auto parts,Automotive,India,Unknown,False,D,M,11/7/1957 0:00,Minda,Nirmal,Unknown,04/04/2023,Unknown,Unknown,1957.0,11.0,7.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Technology,Mu Rongjun,43.0,China,Beijing,E-commerce,Technology,China,Unknown,True,D,M,1/1/1980 0:00,Mu,Rongjun,Unknown,04/04/2023,Unknown,Unknown,1980.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Manufacturing,Eugene Murtagh,80.0,Ireland,Kingscourt,Building materials,Manufacturing,Ireland,Unknown,True,D,M,6/23/1942 0:00,Murtagh,Eugene,Unknown,04/04/2023,Unknown,Unknown,1942.0,6.0,23.0,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
1434,2100,Finance & Investments,Alexander Nesis,60.0,Russia,Moscow,"Metals, banking, fertilizers",Finance & Investments,Russia,Unknown,True,U,M,12/19/1962 0:00,Nesis,Alexander,Unknown,04/04/2023,Unknown,Unknown,1962.0,12.0,19.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
1434,2100,Manufacturing,Zugen Ni,66.0,China,Suzhou,Appliances,Manufacturing,China,Unknown,True,U,M,1/18/1957 0:00,Ni,Zugen,Unknown,04/04/2023,Unknown,Unknown,1957.0,1.0,18.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Construction & Engineering,Florentino Perez,76.0,Spain,Madrid,Construction,Construction & Engineering,Spain,Unknown,True,U,M,3/8/1947 0:00,Perez,Florentino,Unknown,04/04/2023,Unknown,Unknown,1947.0,3.0,8.0,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
1434,2100,Metals & Mining,Victor Pinchuk,62.0,Ukraine,Kiev,"Steel pipes, diversified",Metals & Mining,Ukraine,Unknown,True,U,M,12/14/1960 0:00,Pinchuk,Victor,Unknown,04/04/2023,Unknown,Unknown,1960.0,12.0,14.0,281.66,7.9,"$153,781,069,118 ",82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
1434,2100,Technology,Leonid Radvinsky,40.0,United States,,E-commerce,Technology,United States,Unknown,True,U,M,5/30/1982 0:00,Radvinsky,Leonid,Unknown,04/04/2023,Florida,South,1982.0,5.0,30.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
1434,2100,Technology,Raveendran Byju,41.0,India,Bangalore,Education technology,Technology,India,Unknown,True,D,M,7/6/1981 0:00,Raveendran,Byju,Unknown,04/04/2023,Unknown,Unknown,1981.0,7.0,6.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Construction & Engineering,P.P. Reddy,65.0,India,Hyderabad,Infrastructure,Construction & Engineering,India,Unknown,True,U,M,8/30/1957 0:00,Reddy,P.P.,Unknown,04/04/2023,Unknown,Unknown,1957.0,8.0,30.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Fashion & Retail,Richard Saghian,41.0,United States,Los Angeles,Fast fashion,Fashion & Retail,United States,Unknown,True,U,M,8/6/1981 0:00,Saghian,Richard,Unknown,04/04/2023,California,West,1981.0,8.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
1434,2100,Healthcare,Shi Yifeng,49.0,China,Beijing,Medical cosmetics,Healthcare,China,Unknown,True,U,M,1/1/1974 0:00,Shi,Yifeng,Unknown,04/04/2023,Unknown,Unknown,1974.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Finance & Investments,Thaksin Shinawatra,73.0,United Arab Emirates,Dubai,Investments,Finance & Investments,Thailand,Unknown,True,U,M,7/26/1949 0:00,Shinawatra,Thaksin,Unknown,04/04/2023,Unknown,Unknown,1949.0,7.0,26.0,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Food & Beverage,Shu Ping,53.0,Singapore,Singapore,Restaurants,Food & Beverage,Singapore,Unknown,True,U,F,,Shu,Ping,Unknown,04/04/2023,Unknown,Unknown,,,,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Healthcare,Timothy Springer,75.0,United States,Chestnut Hill,Biotech,Healthcare,United States,Unknown,True,E,M,2/23/1948 0:00,Springer,Timothy,Unknown,04/04/2023,Massachusetts,Northeast,1948.0,2.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
1434,2100,Automotive,Venu Srinivasan,70.0,India,Chennai,Two-wheelers,Automotive,India,Unknown,False,U,M,12/11/1952 0:00,Srinivasan,Venu,Unknown,04/04/2023,Unknown,Unknown,1952.0,12.0,11.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Fashion & Retail,Edward Stack,68.0,United States,Sewickley,Dick's Sporting Goods,Fashion & Retail,United States,Dick's Sporting Goods,True,U,M,12/27/1954 0:00,Stack,Edward,Chairman and CEO,04/04/2023,Pennsylvania,Northeast,1954.0,12.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
1434,2100,Food & Beverage,Sun Mengquan & family,73.0,China,Yantai,Edible oil,Food & Beverage,China,Unknown,True,D,M,3/1/1950 0:00,Sun,Mengquan,Unknown,04/04/2023,Unknown,Unknown,1950.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Finance & Investments,Alexander Svetakov,55.0,Russia,Moscow,Real estate,Finance & Investments,Russia,Unknown,True,D,M,2/15/1968 0:00,Svetakov,Alexander,Unknown,04/04/2023,Unknown,Unknown,1968.0,2.0,15.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
1434,2100,Fashion & Retail,Torsten Toeller,56.0,Germany,Krefeld,Pet food,Fashion & Retail,Germany,Unknown,True,D,M,4/6/1966 0:00,Toeller,Torsten,Unknown,04/04/2023,Unknown,Unknown,1966.0,4.0,6.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
1434,2100,Food & Beverage,Barbara Tyson,74.0,United States,Fayetteville,Food processing,Food & Beverage,United States,Unknown,False,N,F,3/6/1949 0:00,Tyson,Barbara,Unknown,04/04/2023,Arkansas,South,1949.0,3.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
1434,2100,Food & Beverage,Hamdi Ulukaya,50.0,United States,Norwich,Greek yogurt,Food & Beverage,Turkey,Chobani,True,D,M,10/26/1972 0:00,Ulukaya,Hamdi,Founder and CEO,04/04/2023,New York,Northeast,1972.0,10.0,26.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Construction & Engineering,Wang Linpeng,54.0,China,Beijing,Furniture retailing,Construction & Engineering,China,Unknown,True,D,M,5/1/1968 0:00,Wang,Linpeng,Unknown,04/04/2023,Unknown,Unknown,1968.0,5.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Food & Beverage,Wei Ing-Chou,69.0,China,Tianjin,"Food, beverages",Food & Beverage,Taiwan,Unknown,True,U,M,7/1/1953 0:00,Wei,Ing-Chou,Unknown,04/04/2023,Unknown,Unknown,1953.0,7.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Food & Beverage,Wei Yin-Chun,66.0,Taiwan,Taipei,"Food, beverages",Food & Beverage,Taiwan,Unknown,True,U,M,3/8/1957 0:00,Wei,Yin-Chun,Unknown,04/04/2023,Unknown,Unknown,1957.0,3.0,8.0,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Food & Beverage,Wei Yin-Heng,64.0,China,Shanghai,"Food, beverages",Food & Beverage,Taiwan,Unknown,True,U,M,1/1/1959 0:00,Wei,Yin-Heng,Unknown,04/04/2023,Unknown,Unknown,1959.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Food & Beverage,Wei Ying-Chiao,68.0,Taiwan,Taipei,"Food, beverages",Food & Beverage,Taiwan,Unknown,True,U,M,2/4/1955 0:00,Wei,Ying-Chiao,Unknown,04/04/2023,Unknown,Unknown,1955.0,2.0,4.0,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Gambling & Casinos,Elaine Wynn,80.0,United States,Las Vegas,"Casinos, hotels",Gambling & Casinos,United States,"Wynn Las Vegas, LLC",True,U,F,4/28/1942 0:00,Wynn,Elaine,Board Member,04/04/2023,Nevada,West,1942.0,4.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
1434,2100,Automotive,Xu Xudong & family,53.0,China,Ningbo,Auto parts,Automotive,China,Unknown,True,U,M,3/1/1970 0:00,Xu,Xudong,Unknown,04/04/2023,Unknown,Unknown,1970.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Fashion & Retail,Michael Ying,73.0,Hong Kong,Hong Kong,Retail,Fashion & Retail,Hong Kong,Unknown,True,U,M,12/1/1949 0:00,Ying,Michael,Unknown,04/04/2023,Unknown,Unknown,1949.0,12.0,1.0,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Manufacturing,Yu Qibing & family,57.0,China,Ningbo,Glass,Manufacturing,China,Unknown,True,D,M,11/1/1965 0:00,Yu,Qibing,Unknown,04/04/2023,Unknown,Unknown,1965.0,11.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
1434,2100,Manufacturing,Yuan Fugen & family,72.0,China,Suzhou,Metal processing,Manufacturing,China,Unknown,True,U,M,11/15/1950 0:00,Yuan,Fugen,Unknown,04/04/2023,Unknown,Unknown,1950.0,11.0,15.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
